NTACode,NTAName,population_2022,DisplacementRiskIndex,Liquor_Licenses_2010,Liquor_Licenses_2011,Liquor_Licenses_2012,Liquor_Licenses_2013,Liquor_Licenses_2014,Liquor_Licenses_2015,Liquor_Licenses_2016,Liquor_Licenses_2017,Liquor_Licenses_2018,Liquor_Licenses_2019,Liquor_Licenses_2020,Liquor_Licenses_2021,Liquor_Licenses_2022,Liquor_Licenses_2023,Liquor_Licenses_2024,Liquor_Licenses_2025,Liquor_Licenses_2026,Evictions_2017,Evictions_2018,Evictions_2019,Evictions_2020,Evictions_2021,Evictions_2022,Evictions_2023,Evictions_2024,Evictions_2025,Evictions_2026,DOB_A1_2010,DOB_A1_2011,DOB_A1_2012,DOB_A1_2013,DOB_A1_2014,DOB_A1_2015,DOB_A1_2016,DOB_A1_2017,DOB_A1_2018,DOB_A1_2019,DOB_A1_2020,DOB_A1_2021,DOB_A1_2022,DOB_A1_2023,DOB_A1_2024,DOB_A1_2025,DOB_A1_2026,DOB_NB_2010,DOB_NB_2011,DOB_NB_2012,DOB_NB_2013,DOB_NB_2014,DOB_NB_2015,DOB_NB_2016,DOB_NB_2017,DOB_NB_2018,DOB_NB_2019,DOB_NB_2020,DOB_NB_2021,DOB_NB_2022,DOB_NB_2023,DOB_NB_2024,DOB_NB_2025,DOB_NB_2026,HPD_ClassA_2010,HPD_ClassA_2011,HPD_ClassA_2012,HPD_ClassA_2013,HPD_ClassA_2014,HPD_ClassA_2015,HPD_ClassA_2016,HPD_ClassA_2017,HPD_ClassA_2018,HPD_ClassA_2019,HPD_ClassA_2020,HPD_ClassA_2021,HPD_ClassA_2022,HPD_ClassA_2023,HPD_ClassA_2024,HPD_ClassA_2025,HPD_ClassA_2026,HPD_ClassB_2010,HPD_ClassB_2011,HPD_ClassB_2012,HPD_ClassB_2013,HPD_ClassB_2014,HPD_ClassB_2015,HPD_ClassB_2016,HPD_ClassB_2017,HPD_ClassB_2018,HPD_ClassB_2019,HPD_ClassB_2020,HPD_ClassB_2021,HPD_ClassB_2022,HPD_ClassB_2023,HPD_ClassB_2024,HPD_ClassB_2025,HPD_ClassB_2026,HPD_ClassC_2010,HPD_ClassC_2011,HPD_ClassC_2012,HPD_ClassC_2013,HPD_ClassC_2014,HPD_ClassC_2015,HPD_ClassC_2016,HPD_ClassC_2017,HPD_ClassC_2018,HPD_ClassC_2019,HPD_ClassC_2020,HPD_ClassC_2021,HPD_ClassC_2022,HPD_ClassC_2023,HPD_ClassC_2024,HPD_ClassC_2025,HPD_ClassC_2026,HPD_ClassI_2010,HPD_ClassI_2011,HPD_ClassI_2012,HPD_ClassI_2013,HPD_ClassI_2014,HPD_ClassI_2015,HPD_ClassI_2016,HPD_ClassI_2017,HPD_ClassI_2018,HPD_ClassI_2019,HPD_ClassI_2020,HPD_ClassI_2021,HPD_ClassI_2022,HPD_ClassI_2023,HPD_ClassI_2024,HPD_ClassI_2025,HPD_ClassI_2026,HPD_RentImpairing_2010,HPD_RentImpairing_2011,HPD_RentImpairing_2012,HPD_RentImpairing_2013,HPD_RentImpairing_2014,HPD_RentImpairing_2015,HPD_RentImpairing_2016,HPD_RentImpairing_2017,HPD_RentImpairing_2018,HPD_RentImpairing_2019,HPD_RentImpairing_2020,HPD_RentImpairing_2021,HPD_RentImpairing_2022,HPD_RentImpairing_2023,HPD_RentImpairing_2024,HPD_RentImpairing_2025,HPD_RentImpairing_2026
BX0102,Melrose,42651,Highest,0.0,0.0,0.211,0.3282,0.1876,0.2579,0.3751,0.3048,0.2345,0.1876,0.1876,0.1876,0.0938,0.4455,0.3986,0.7034,0.2345,4.5485,4.7127,4.1031,0.7268,0.0,0.5158,2.626,2.837,3.5638,1.0785,0.1641,0.1876,0.0234,0.1641,0.1641,0.0469,0.2579,0.211,0.2345,0.1407,0.3048,0.5627,0.2579,0.0234,0.0703,0.0,0.0,2.2977,1.2192,0.3517,0.0938,0.2579,0.6096,0.2345,1.0082,1.5006,1.3364,0.6799,0.6096,0.8206,0.8675,0.3751,0.5862,0.0938,6.4242,7.0338,8.1827,10.0818,12.8954,16.8343,14.4897,22.1097,18.2176,23.4227,13.8332,36.998,36.107,40.7493,52.4724,46.9391,10.4101,16.2482,20.8905,26.9161,36.7635,45.7668,42.5781,50.1747,50.1278,54.7467,44.7586,28.4167,46.6343,52.2848,75.0275,103.749,103.8428,25.4625,3.1887,3.9155,10.5507,15.3338,17.5846,14.3021,15.8261,17.5377,16.9515,29.4249,19.6009,30.1048,38.1703,56.7396,74.3007,74.1366,21.8518,0.0469,0.0234,0.1172,0.4924,0.2814,14.5366,6.9166,5.3926,7.1276,6.096,0.0703,6.307,16.1778,6.7994,7.6669,7.62,0.3751,1.524,2.2508,4.5251,5.8146,7.7841,6.518,7.7841,7.3386,7.5262,7.198,3.3059,7.9951,8.8157,13.2471,17.608,17.7722,6.2836
QN0504,Middle Village,34474,Low,0.0,0.0,0.087,0.2031,0.174,0.174,0.087,0.0,0.145,0.058,0.0,0.174,0.058,0.3771,0.4351,0.6092,0.174,1.0153,0.5801,0.4931,0.058,0.0,0.116,0.3191,0.4351,0.7252,0.2321,1.6534,2.0595,2.1465,1.5664,2.0015,1.8855,2.2336,2.2916,2.9878,1.7404,1.3633,1.2183,0.4931,0.2901,0.145,0.145,0.029,1.9435,0.4931,0.4351,0.6672,0.2901,0.2901,0.174,0.4641,1.0733,0.5801,0.9863,0.6092,0.4061,0.3191,0.2321,0.2321,0.2611,0.9863,0.5511,1.0153,1.0733,1.3053,0.6672,1.1603,1.0153,2.0305,1.9725,0.8992,18.0426,13.1113,13.4594,11.0228,10.2396,0.6962,2.1465,2.1175,4.7282,4.2061,4.2061,2.9297,4.2061,2.0305,2.8717,2.9297,2.4946,12.7922,5.9465,6.7877,7.977,4.9893,1.0443,0.174,0.087,1.1893,1.3343,1.2763,0.5801,1.2763,1.3053,0.9282,1.9725,1.4504,10.3556,4.5832,6.7587,7.3099,4.061,1.5084,0.0,0.0,0.0,0.029,0.058,9.8335,7.4259,3.6839,7.0198,5.7435,0.145,5.8885,12.3571,9.0503,6.4977,6.4977,0.145,0.116,0.145,0.4641,0.4641,0.2321,0.2031,0.2901,0.3191,0.2031,0.4931,0.3191,2.5236,1.0153,2.0305,1.4794,0.8122,0.4061
MN0501,Midtown South-Flatiron-Union Square,33214,Lowest,0.0,0.0,0.1505,2.1075,1.1742,1.9269,1.2344,1.8366,2.1979,2.1979,1.3247,1.2344,1.686,1.8968,6.8646,11.0797,7.4667,0.7527,1.0237,0.7828,0.1204,0.0,0.0602,0.7828,0.843,0.843,0.1204,1.1441,1.0538,1.1441,1.2344,1.2645,1.3549,1.0538,1.1742,1.0538,1.0237,0.5118,0.8129,0.3312,0.4817,0.2108,0.1505,0.1204,0.6624,0.7828,0.7226,1.0839,1.686,2.0172,1.8065,1.8065,1.5656,1.5656,1.1742,0.9333,1.0237,0.7226,0.4817,0.2108,0.2108,1.4452,0.9936,1.1441,1.1742,1.0237,4.1248,6.413,7.5269,6.1119,5.7807,4.4258,17.2518,12.1937,8.6409,11.17,6.142,0.5419,3.7033,1.8065,3.4624,4.0043,3.8538,5.9613,11.17,6.8044,8.9721,7.1054,6.714,12.7055,7.8581,6.1721,12.1033,6.2022,1.8968,0.7527,0.271,0.4817,1.8065,1.4753,2.0172,2.8301,3.1011,2.8903,3.1011,4.0043,7.7678,7.1657,7.7678,14.2109,8.942,3.1613,0.0,0.1806,0.0,0.0602,0.0301,6.6237,4.4861,2.4989,3.3119,3.1914,0.0,2.9506,6.8646,3.4323,2.6194,2.5592,0.0903,0.5118,0.271,0.572,1.2344,1.1441,1.2946,2.2581,1.385,2.3484,1.686,2.3183,4.0344,2.3183,2.9807,4.8474,2.4688,1.114
MN0502,Midtown-Times Square,25575,Lowest,0.0,0.0,0.3519,3.5973,1.9159,2.8543,2.5024,2.7761,3.1672,4.7312,2.1114,2.346,3.3236,3.0108,15.2102,30.694,10.9873,1.4467,1.8768,0.9384,0.1564,0.0,0.4301,1.0166,1.3685,1.7986,0.391,0.6647,0.6256,0.5865,0.5865,0.5083,0.5083,0.8211,0.8211,0.782,0.7429,0.7429,0.391,0.3519,0.2346,0.1955,0.2346,0.0,0.4692,1.0166,0.6256,0.5865,1.2121,1.2512,1.6422,1.0557,0.8993,0.5083,0.9384,0.4692,0.2346,0.3128,0.1955,0.0391,0.0391,1.2121,1.173,1.564,3.3236,2.8543,4.9267,7.2727,7.1945,8.6804,10.2835,6.217,17.7908,18.1818,14.1935,11.0655,10.7527,1.0557,3.9101,2.5806,5.7087,9.5406,7.9374,8.1329,9.8534,8.9932,9.1105,12.0039,5.4741,8.0547,8.9541,12.6295,11.5347,6.7253,2.6588,0.6647,0.3128,1.5249,1.173,2.0332,3.8319,2.7761,3.4018,3.1281,5.6305,3.48,6.999,9.4624,9.8534,10.088,6.8817,2.0723,0.0,0.0391,0.0391,0.0,0.0391,10.1271,7.4291,4.1838,5.7869,4.6921,0.0,3.9492,10.7527,5.435,4.7312,4.653,0.0,0.391,0.391,0.9775,1.1339,1.4076,2.5415,2.1114,1.4076,1.7204,2.5806,0.8602,2.4633,2.0723,2.737,2.9326,1.8377,0.7038
BK1403,Midwood,52891,High,0.0,0.0,0.0756,0.1702,0.1134,0.0945,0.0378,0.0945,0.0189,0.1134,0.0567,0.0756,0.1702,0.1702,0.3214,0.3025,0.2458,1.1344,1.4747,1.0966,0.2269,0.0189,0.2458,1.3235,1.2668,1.4558,0.3025,2.4012,2.7037,2.2499,2.8738,2.4957,2.231,1.4747,1.5125,1.7016,1.7772,1.21,1.418,1.0399,0.5105,0.3592,0.1891,0.0378,0.9264,1.0021,0.4727,0.5672,0.397,1.3802,1.2289,1.1155,1.2857,0.7941,0.5672,0.5483,0.3025,0.0567,0.0567,0.0189,0.0,3.0062,4.859,8.8673,9.529,7.8085,11.363,11.76,12.0058,18.2451,26.6208,13.9154,21.6105,18.7177,20.9677,26.0158,20.684,3.5167,10.5122,14.615,23.2932,25.8267,24.0495,28.8329,25.4108,25.3729,42.2,47.3805,28.1144,32.4819,30.0051,44.034,49.0064,44.9226,9.4156,1.5315,1.9663,5.9746,9.1887,8.1299,9.3589,8.4703,7.1657,11.5899,25.5809,18.2451,19.5496,18.472,30.024,31.7823,34.4293,6.1447,0.0,0.0189,0.0756,0.0189,0.0189,6.9955,3.3087,3.1763,4.8023,4.1406,0.0945,3.7246,8.3568,4.1973,3.6301,4.1217,0.0945,0.8319,1.0588,1.9096,2.9116,2.4579,2.7037,2.4579,2.9684,4.878,6.4283,3.8948,4.9347,3.7814,6.2203,6.6741,7.8841,1.6449
MN0901,Morningside Heights,38865,Intermediate,0.0,0.0,0.0257,0.2316,0.1801,0.1544,0.1801,0.1029,0.0257,0.2316,0.1287,0.1287,0.1287,0.1801,0.3602,0.7719,0.3345,0.7204,0.8748,0.5403,0.1287,0.0,0.2573,0.5918,0.283,0.4117,0.283,0.1029,0.1029,0.2058,0.0772,0.1801,0.1287,0.3602,0.4117,0.3345,0.4374,0.2316,0.3345,0.1287,0.0515,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.2573,0.0772,0.2573,0.1287,0.669,0.386,0.4117,0.4889,0.386,0.3088,0.2058,0.1029,0.0,0.9263,1.1064,1.4923,2.6245,3.6279,6.1495,6.0208,9.6231,10.7552,10.7809,3.911,14.4346,8.9541,9.8804,10.6008,8.2079,1.8526,2.9847,3.525,5.3261,7.7705,13.8685,15.8755,16.7246,14.0229,21.4074,24.6237,9.8289,15.5152,13.7399,20.8156,22.2823,24.2635,6.201,0.5146,0.7204,2.2128,4.9144,7.8219,7.3331,4.0396,6.6126,6.2524,11.1411,5.9179,7.1787,7.3073,10.9867,14.1001,14.8205,6.6126,0.0,0.0,0.0,0.0257,0.1029,4.2455,1.4409,0.8748,1.2608,1.2865,0.1029,0.7719,2.7788,2.0584,1.0549,2.0069,0.0772,0.2316,0.386,0.9263,1.7496,3.0362,3.1133,2.4186,2.0841,3.4221,3.9882,1.6982,2.6245,1.7496,3.2677,4.5285,5.3776,2.7274
BX1102,Morris Park,25077,Low,0.0,0.0,0.0,0.1994,0.1994,0.0399,0.4386,0.1595,0.1595,0.2393,0.1196,0.2791,0.1994,0.3589,0.8773,1.0767,0.3589,1.7147,1.7147,1.2761,0.2393,0.0,0.3589,1.1564,1.4356,1.1564,0.2393,0.4386,0.2393,0.0798,0.3589,0.3589,0.4785,0.638,0.4785,0.319,0.3589,0.319,0.2393,0.0798,0.0399,0.0,0.0,0.0,0.9172,0.3589,0.0798,0.6779,0.3988,0.5184,0.4785,0.9571,0.3589,0.4785,0.3589,0.1595,0.3988,0.319,0.2791,0.0399,0.0399,1.5552,3.1902,2.6718,2.5123,4.1871,8.2546,6.2607,5.8619,6.4202,8.7331,3.9478,23.4877,22.8895,24.5245,23.1686,17.9447,3.1503,6.1012,7.0184,9.092,7.4172,13.7177,11.9632,16.0705,11.5644,15.2331,13.4785,9.092,15.3128,15.6717,22.3711,28.0337,15.0337,3.4693,0.8773,0.7577,1.635,2.7515,3.2301,4.227,6.1411,2.8712,3.8282,7.6963,4.6258,9.0122,13.2791,14.0766,18.7822,11.5245,3.5491,0.0798,0.0,0.0,0.1595,0.1196,16.9079,9.73,6.9785,10.0092,9.1319,0.0399,9.9693,26.0398,11.4448,9.4509,9.8497,0.1196,0.5583,0.6779,0.7975,0.7577,1.635,1.2761,2.7116,0.9571,0.9571,2.5123,0.8374,2.1534,2.9509,2.8313,3.7485,3.0307,1.0767
BX0301,Morrisania,37607,Highest,0.0,0.0,0.2925,0.2393,0.1595,0.2393,0.2393,0.0798,0.1595,0.2925,0.1861,0.0798,0.2127,0.2127,0.2393,0.5584,0.3191,6.4084,7.2859,6.0361,1.2498,0.0,0.4255,3.2175,3.6961,6.4882,1.3029,0.5584,0.2925,0.3457,0.3723,0.1064,0.2127,0.4255,0.4255,0.5318,0.5052,0.1861,0.4786,0.2393,0.2127,0.0798,0.0798,0.0,1.0636,0.5584,1.1434,0.9573,1.2498,1.9145,1.3827,0.9573,1.0636,0.718,1.6486,2.0475,0.6382,0.6116,0.4255,0.2659,0.0,6.9668,7.1263,12.6838,14.9174,18.5338,25.5803,23.4531,32.228,32.6269,39.0087,22.3097,43.795,47.1721,46.0287,62.9138,52.8891,11.3543,23.1074,24.7028,38.5301,50.4427,63.552,62.967,70.8379,81.7135,90.0098,83.5483,45.7362,72.9651,84.346,97.8009,140.0005,129.7897,30.8453,4.0684,5.1586,13.1093,20.1292,26.9631,26.0856,26.8301,25.9526,26.4578,55.6279,35.7114,48.2889,60.1484,73.2045,102.2682,96.9766,29.0637,0.0,0.133,0.9307,0.5052,0.6382,14.1995,7.2061,6.5679,8.7218,8.7218,0.2393,7.9241,15.5822,8.3761,7.3922,8.0304,0.452,2.4729,2.6325,6.0893,8.642,11.115,10.264,10.53,11.115,12.604,12.6572,6.9668,12.6838,14.3058,17.284,24.756,25.1017,10.2375
BX0101,Mott Haven-Port Morris,57718,Highest,0.0,0.0,0.1213,0.2252,0.2426,0.4331,0.3465,0.2772,0.2426,0.3465,0.2772,0.1906,0.2772,0.5024,0.7797,0.9009,0.2426,3.6557,4.1235,3.3612,0.5717,0.0,0.6757,2.8068,2.98,3.5171,0.9702,0.1733,0.3812,0.3119,0.2426,0.2772,0.1906,0.104,0.2426,0.5544,0.3465,0.2599,0.1906,0.3812,0.2426,0.2079,0.0693,0.0173,0.3985,0.3119,0.693,0.8316,0.849,1.1781,1.4034,1.7672,1.6806,1.6459,1.4034,1.2301,0.797,0.4505,0.0693,0.0173,0.0,3.6904,5.7001,9.3558,13.0462,11.7814,19.1795,15.4025,15.5064,21.5531,20.0804,14.4496,33.1093,31.7232,28.3794,42.0839,38.1683,8.8361,14.5362,18.677,30.2332,43.3314,41.1483,37.9431,49.0835,43.5739,50.4522,39.3811,33.3345,47.6974,52.5486,54.7836,84.549,87.6156,19.0928,2.8934,3.2399,10.2568,15.0733,16.0089,15.8703,18.7117,15.6277,17.3776,28.414,27.5651,30.8569,39.4504,44.8387,66.1146,73.3047,18.3478,0.0,0.0347,0.1733,0.3292,0.2079,8.7841,4.1928,4.4873,5.7868,4.7645,0.5544,4.6086,10.8458,5.8561,5.0418,4.6952,0.1559,1.2821,2.0791,4.1755,6.2372,6.7223,6.2199,8.5935,5.908,7.6752,7.5366,7.0862,8.6282,10.2394,10.3261,14.9867,19.5779,6.2372
BX0403,Mount Eden-Claremont (West),49651,Highest,0.0,0.0,0.1813,0.282,0.5438,0.3222,0.2014,0.2417,0.1813,0.2014,0.2215,0.282,0.1611,0.4632,0.5841,0.8258,0.2014,5.8206,5.5185,5.1963,1.007,0.0403,0.7251,3.4239,4.4309,5.438,1.3897,0.1208,0.1813,0.5841,0.2014,0.0403,0.0403,0.0604,0.1813,0.1813,0.3222,0.3424,0.3827,0.2215,0.0604,0.0201,0.0403,0.0,0.3625,0.5237,0.7653,0.3021,0.1208,0.5438,0.4431,0.4632,0.282,0.2215,0.4834,0.3625,0.3827,0.4632,0.2014,0.1208,0.0201,7.9152,14.5012,28.1163,29.6268,33.8362,34.8835,33.957,45.6386,41.3083,42.6578,24.0277,48.0554,49.2236,49.707,69.4447,55.6484,14.0178,24.0881,39.0929,77.8635,87.0275,101.0252,88.1553,102.9587,120.9845,131.1555,96.7352,56.2526,98.2256,100.4209,122.5554,152.2829,150.5307,38.4282,5.7401,7.6937,20.4628,31.9832,34.3598,26.8071,27.9954,33.2722,32.0235,65.6583,48.0353,64.3492,73.07,94.0162,113.5123,105.4158,36.2329,0.0604,0.0201,0.2215,0.3424,0.2618,4.9143,3.0412,2.5377,3.1822,4.6323,0.5035,2.9808,6.2436,3.4843,3.2225,3.444,0.3222,2.6988,5.3977,10.1911,12.0843,13.8769,10.0703,10.312,11.6815,14.8637,13.4136,8.3181,11.9232,14.2998,19.6572,25.0952,24.5916,10.8155
BX0502,Mount Hope,49099,Highest,0.0,0.0,0.2037,0.224,0.224,0.2648,0.2444,0.2851,0.1426,0.1629,0.0611,0.1222,0.0815,0.5499,0.4888,0.5906,0.224,6.8433,5.051,4.5622,0.7943,0.0,0.7739,3.4217,3.9512,5.9472,1.385,0.1222,0.1833,0.2444,0.2648,0.3462,0.2444,0.2444,0.1222,0.2037,0.2037,0.4481,0.224,0.2648,0.0815,0.0815,0.0,0.0407,0.1426,0.0611,0.224,0.3666,0.387,0.611,0.6721,0.611,1.1202,0.8961,1.385,1.3035,0.998,0.4684,0.5092,0.1629,0.0407,9.6336,17.3527,26.2531,40.7137,40.6526,43.5243,40.8766,59.655,55.4797,60.1438,31.9355,45.4592,46.7627,48.4531,78.026,56.1926,13.8088,30.4283,46.2128,69.8996,117.1511,135.9294,124.1166,145.8075,163.486,157.6611,131.1839,66.9056,93.9734,102.9756,124.9313,180.8183,173.0178,46.4775,4.8473,9.2874,21.3446,40.7748,43.4836,44.115,43.4428,47.9439,51.4063,89.8593,56.9258,58.1071,73.199,102.8331,147.559,130.797,41.3654,0.0815,0.1833,0.0815,0.2444,0.4684,6.2323,3.8697,3.1976,4.0327,3.442,0.5295,3.605,8.4116,4.6844,5.051,4.0327,0.5295,2.5866,5.1936,9.9798,17.8415,16.4158,14.4402,15.8659,16.6195,21.0595,16.8435,9.4707,11.0186,13.0553,20.9984,30.1839,27.9843,10.7334
QN0704,Murray Hill-Broadway Flushing,57387,High,0.0,0.0,0.0697,0.6273,0.3311,0.5228,0.2614,0.7667,0.4356,0.4356,0.1568,0.3311,0.3485,0.575,1.0281,1.4986,0.5228,0.8016,1.063,0.941,0.122,0.0,0.3137,0.5053,0.9236,0.7493,0.2962,1.9168,1.6554,1.0804,1.516,2.4047,2.1085,2.1956,2.0562,2.2653,1.6903,1.1501,1.0281,0.4879,0.3137,0.0871,0.0349,0.0174,1.76,1.5857,0.5053,1.2895,1.882,2.6661,2.213,1.4812,0.9061,0.7319,0.7667,0.819,0.4356,0.2614,0.2091,0.1046,0.0,0.941,0.5053,0.7493,1.516,1.5683,2.3873,3.3109,3.3806,3.6942,4.1996,2.9798,10.6122,11.2918,9.8803,11.7448,12.0411,1.7948,3.7465,3.9556,7.127,7.1096,6.4475,7.0051,12.1805,9.5318,11.6054,8.4165,5.2799,9.7409,12.4593,9.1833,20.1614,27.027,4.4435,0.3659,0.2091,1.0281,1.4463,1.7948,1.6729,2.9275,2.8055,3.2063,4.4087,4.5829,8.068,9.4621,9.9848,16.2755,18.1051,4.1821,0.0,0.0,0.0174,0.0349,0.0349,5.5413,3.276,2.0911,3.8859,3.1366,0.0871,2.9275,7.8589,5.2451,3.6768,4.0602,0.0697,0.4008,0.4008,0.697,0.7319,0.6099,0.575,0.9236,1.0978,1.2198,0.819,1.0455,2.1433,1.882,1.5683,3.398,4.4435,1.2895
MN0603,Murray Hill-Kips Bay,63520,Lowest,0.0,0.0,0.063,0.5195,0.4723,0.6927,0.4093,0.4251,0.614,0.488,0.2834,0.3306,0.4408,0.5353,1.5428,2.0938,0.5353,0.8659,0.6612,0.677,0.1574,0.0,0.2519,0.9131,0.6612,0.8501,0.1889,0.4408,0.551,0.551,0.5353,0.677,0.4723,0.8659,0.8501,0.8659,0.677,0.2991,0.2519,0.2047,0.1574,0.0157,0.0787,0.0315,0.1732,0.063,0.0315,0.2047,0.2519,0.3778,0.4565,0.2361,0.2676,0.3463,0.1732,0.3306,0.2361,0.0787,0.1417,0.0315,0.0,0.9603,1.8105,1.4169,2.4244,1.5901,4.2191,5.2582,6.7065,8.7531,4.9276,4.2191,11.398,10.9572,7.7456,5.6832,6.5491,1.228,2.9597,4.7387,4.5025,6.6278,5.148,6.4074,7.2733,9.068,10.6423,7.2261,6.0611,6.6751,6.4232,8.4068,7.1946,6.9427,2.9754,0.4565,0.9761,1.4326,2.944,2.3457,2.9597,2.7393,3.0856,3.983,3.4477,3.369,3.9987,6.1241,8.3123,7.8873,5.7462,3.1014,0.0,0.0,0.0472,0.063,0.0472,5.5258,4.2664,2.3457,3.2116,3.0542,0.0945,2.5976,6.25,3.0227,2.6763,2.8023,0.0315,0.3463,0.7399,0.7714,1.7475,1.3224,2.1253,1.9207,1.4484,2.3457,1.4011,0.8659,1.4798,1.9049,2.3929,2.4717,1.3382,0.8501
SI0202,New Dorp-Midland Beach,29083,Lowest,0.0,0.0,0.1032,0.3095,0.1375,0.2407,0.3095,0.3438,0.2407,0.4126,0.1375,0.2063,0.2063,0.3782,0.7908,1.6161,0.5158,0.4126,0.4814,0.4126,0.0688,0.0344,0.447,0.894,0.9284,0.6533,0.2751,2.235,1.9943,2.3038,1.8911,2.0287,1.4441,3.1634,3.6791,2.4757,2.7164,2.5444,2.0631,1.2378,0.7908,0.9628,0.5501,0.1032,4.023,4.0917,4.1605,3.0602,7.1519,9.4901,8.4585,14.0976,9.6964,5.639,2.8883,2.5444,1.0315,0.6533,0.3782,0.5501,0.0,0.4814,0.3782,0.5845,0.6877,1.0659,1.1003,0.5845,0.5501,0.5845,0.9971,0.1375,1.9599,3.0258,1.9599,2.1662,2.5101,0.447,2.7851,3.0258,2.8195,5.6046,4.1949,2.1662,1.6848,1.4098,1.8911,1.788,0.9284,1.8911,3.5416,3.9542,3.8854,5.8453,0.9971,0.3095,0.2407,1.3754,2.6476,2.4757,1.2722,0.7908,0.9284,0.5845,0.6877,0.8596,0.6189,2.0287,1.2035,1.7536,2.2694,0.5845,0.0,0.0,0.0344,0.0,0.0,2.0287,1.0659,0.8596,4.8826,4.2637,0.1719,4.2637,9.7995,4.1261,4.47,4.9513,0.1032,0.0344,0.0,0.0,0.0344,0.3095,0.1719,0.0344,0.0688,0.0344,0.0,0.0688,0.0,0.3095,0.1375,0.0688,0.1032,0.0344
SI0204,New Springville-Willowbrook-Bulls Head-Travis,42871,Lowest,0.0,0.0,0.0933,0.1866,0.07,0.2099,0.1633,0.1166,0.0,0.1633,0.0467,0.14,0.0467,0.2566,0.6065,0.7464,0.1633,0.6065,0.4665,0.3032,0.0,0.0233,0.1866,0.4432,0.7698,0.5365,0.2566,0.2099,0.14,0.3732,0.3732,0.2333,0.2333,0.1633,0.3499,0.3266,0.3499,0.4199,0.3266,0.0933,0.0467,0.0233,0.0467,0.07,0.7464,3.2656,2.1693,7.8841,7.1377,4.2686,3.5455,2.8224,1.4929,1.6795,0.7931,0.4898,0.5831,0.3732,0.14,0.0467,0.0,0.3732,0.3266,0.3965,0.7231,0.8164,0.8164,0.3965,0.9797,1.4229,1.1896,0.3032,3.3123,3.7555,2.9857,3.5455,3.4289,0.7231,2.5658,2.5425,2.4259,3.009,2.6358,1.9594,1.4229,2.6358,2.5425,2.1226,1.5162,2.7291,2.146,4.1753,4.0354,4.1287,0.6998,0.0933,0.2799,0.3032,0.3032,0.8864,0.6531,0.3266,0.6998,0.3266,0.6298,0.7931,0.5831,1.3062,1.1896,1.9127,1.2829,0.5598,0.0,0.0233,0.0467,0.0233,0.0467,4.1986,1.2363,0.7698,5.155,4.6885,0.2333,4.5252,9.6102,4.6185,4.7585,5.3416,0.07,0.0233,0.1166,0.0,0.0467,0.07,0.14,0.0,0.2333,0.1633,0.14,0.1166,0.07,0.0933,0.14,0.1866,0.2099,0.0933
QN0303,North Corona,43434,High,0.0,0.0,0.1842,0.3914,0.2302,0.3454,0.2993,0.4374,0.2072,0.4374,0.2302,0.2302,0.2533,0.6677,1.0361,1.4044,0.6216,1.1972,0.944,0.8519,0.0691,0.0,0.1151,0.3914,0.944,1.0821,0.3454,0.8519,0.7368,0.8979,0.7598,0.6216,0.8288,0.967,0.7598,0.7598,0.7598,0.7137,0.6216,0.3223,0.0921,0.0691,0.0691,0.0,3.1772,1.7728,1.7268,1.2433,1.7958,2.2333,1.7958,2.0491,1.934,2.2103,1.3123,1.1512,0.8288,0.2072,0.2993,0.0921,0.046,0.944,1.8649,2.3714,3.3384,3.7989,4.904,2.7168,4.2363,7.4596,6.6077,4.9731,29.9074,27.2367,26.546,26.0395,22.8853,1.8879,7.0221,6.6538,8.9561,8.6338,12.0873,13.2155,11.6038,14.758,17.3136,12.1103,7.2984,13.5378,12.3866,9.9691,15.4948,13.6529,3.6377,1.4735,1.4965,2.5786,4.7198,6.2624,5.6638,3.6377,3.5456,5.2493,9.854,6.838,10.1533,10.4296,10.1303,12.1334,10.775,3.5456,0.0,0.0,0.0691,0.0691,0.023,23.4609,14.8501,10.1994,15.2876,13.1234,0.1842,13.791,28.0195,16.8762,11.3045,11.8571,0.046,0.6447,0.6216,1.1512,1.2202,2.2793,1.4505,1.6807,1.8649,2.0721,2.1872,1.2893,2.3484,2.4175,2.1872,2.8549,2.7628,0.6677
